,title,author,year,url,abstract,Unnamed: 0
270,Deterministic radio broadcasting,"['BS Chlebus', 'L Gçasieniec', 'A Östlin']",2000,https://link.springer.com/chapter/10.1007/3-540-45022-x_60,We consider broadcasting in radio networks: one node of the  radio networks modeled as  directed graphs was undertaken in [6]. This paper compared the broadcasting power of radio,270.0
271,Radio broadcasting: A history of the airwaves,['G Bathgate'],2020,https://books.google.com/books?hl=en&lr=&id=sy8NEAAAQBAJ&oi=fnd&pg=PT6&dq=Radio+Broadcasting&ots=tpV1FNqoJz&sig=FwTJhy55q6pzs45Soi4dT2Sd1ho,"An in-depth look at a century of radio history—and its continuing relevance in a radically  changed world. A century after Marconi’s experimental transmissions, this book examines the",271.0
272,Communication law in America,['P Siegel'],2008,https://books.google.com/books?hl=en&lr=&id=EBVuREEjEGQC&oi=fnd&pg=PR17&dq=Communication+Law&ots=9liETMVmHO&sig=ZrlgnWVtUFtD_tbQqkCnUKs-5WQ,than law. One reason you should have a strong background in communication law is that legal   few media organizations have in-house legal counsel to answer questions on a moment's,272.0
273,Mass Communication Law; Cases and Comment.,"['DM Gillmor', 'JA Barron']",1969,https://eric.ed.gov/?id=ED042361,The teaching materials presented in this casebook combine two perspectives: that of the  journalist and that of the lawyer. The holdings of the courts on cases involving the First,273.0
274,The identity of communication research,['W Donsbach'],2006,https://academic.oup.com/joc/article-abstract/56/3/437/4102677,"of the earliest hypotheses in communication research: that  Thesis 1: Communication as a  research field has seen the  communication process, at least in public communication. One",274.0
275,Content analysis in communication research.,['B Berelson'],1952,https://psycnet.apa.org/Record/1953-07730-000,"This survey of content analysis views it as ""a research technique for the objective, systematic  and quantitative description of the manifest content of communication."" The review covers",275.0
276,Strategic communication,['R Halloran'],2007,https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=2378&context=parameters,It is also irrelevant because we won the battle of strategic communication—and  a strategic  communication campaign. The White House formed the Office of Global Communications in,276.0
277,Defining strategic communication,"['K Hallahan', 'D Holtzhausen', 'B Van Ruler']",2007,https://www.tandfonline.com/doi/abs/10.1080/15531180701285244,"This article examines the nature of strategic communication, which is defined as the purposeful  use of communication by an organization to fulfill its mission. Six relevant disciplines are",277.0
278,Intercultural communication: An overview,['I Piller'],2012,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118247273#page=21,"intercultural communication research problematic. Therefore, this chapter also makes a case  for an empirical and critical enquiry into intercultural  how “intercultural communication” has",278.0
279,Understanding intercultural communication,"['S Ting-Toomey', 'LC Chung']",2005,https://www.academia.edu/download/80784613/25388.pdf,"wide range of topics relating to intercultural communication in today’s  intercultural experiences  without leaving the classroom, providing carefully selected real-life stories of intercultural",279.0
280,"New communication technologies, old questions","['MC Yzer', 'BG Southwell']",2008,https://journals.sagepub.com/doi/abs/10.1177/0002764208321338,communication technology. Whereas this article does not deny that the current generation of  communication tech changes in theory to understand the effects of these technologies. New,280.0
281,Communication technology,['EM Rogers'],1986,https://books.google.com/books?hl=en&lr=&id=9uFT080FcRkC&oi=fnd&pg=PR11&dq=Communication+Technologies&ots=AN0i5tO1IC&sig=XsOvb702HR7Fcy4cy8lJHp3KGag,"One kind of technology-communication technology—is especially important in modern  societies such as the United States. Communication technology is the hardware equipment,",281.0
282,The state of media literacy,['WJ Potter'],2010,https://www.tandfonline.com/doi/abs/10.1080/08838151.2011.521462,to construct a single definition of media literacy as “the ability to  in media literacy to construct  a definition in the form of a communication competency. Their definition of a media literate,282.0
283,Media literacy perspectives,['JA Brown'],1998,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-2466.1998.tb02736.x,"The term media literacy means many things to many  to media literacy education in various  parts of the world, with emphasis on the United States. I outline major patterns of mass media",283.0
284,Online journalism,['M Deuze'],2001,https://firstmonday.org/ojs/index.php/fm/article/download/893/802?inline=1,for journalism practiced online - in the discipline of computer-assisted reporting (CAR) and a  specific kind of journalism: online journalism -  computers has had on journalism. This paper,284.0
285,Online journalism and the promises of new technology: A critical review and look ahead,['S Steensen'],2011,https://www.tandfonline.com/doi/abs/10.1080/1461670X.2010.501151,online journalism has been dominated by a discourse of technological innovation. The “success”  of online journalism  oriented research about online journalism in the second decade of,285.0
286,The audience,['JG Webster'],1998,https://www.tandfonline.com/doi/abs/10.1080/08838159809364443,"This article surveys the field of audience studies, noting common  the audience:  audience-as-mass, audience-as-outcome, and  If we think of audience studies as a purely",286.0
287,Changing paradigms in audience studies,['D Morley'],2013,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203768976-2/changing-paradigms-audience-studies-david-morley,The history of audience studies during the post audience from the potential effects of the  message. The first position is most obviously represented by the whole tradition of effects studies,287.0
288,Mobile communication,"['R Ling', 'J Donner']",2013,https://books.google.com/books?hl=en&lr=&id=4X0QAAAAQBAJ&oi=fnd&pg=PA1953&dq=Mobile+Communication&ots=cf4v_CBKB9&sig=m5gucagl7M-GjNNkwDgm7zIqDsY,"the digital telecommunications revolution that has followed. We have seen a dramatic  change in our access to telephony, and in particular to mobile communication. Inexpensive and",288.0
289,Introduction to digital mobile communication,['Y Akaiwa'],2015,https://books.google.com/books?hl=en&lr=&id=pcnlCAAAQBAJ&oi=fnd&pg=PP13&dq=Mobile+Communication&ots=NWexGX70L9&sig=4JgftpfKu6x119jAqll4tw96Gtc,"and penetration of services in the digital mobile communications field, especially in cellular   mobile radio communication services are widely accepted as the wireline internet services of",289.0
290,The art of art history: a critical anthology,['D Preziosi'],2009,https://books.google.com/books?hl=en&lr=&id=sDxJK4uGPU8C&oi=fnd&pg=PR5&dq=Art+History&ots=j6LzKIOlBP&sig=7sRIkv6Ln6k0dq1sOFTwR5q0Rqo,"He has lectured and conducted seminars on the history of art history and  history of art history.  It is not organized as a conventional‘history of art history’in its own right, nor is it a historical",290.0
291,Critical terms for art history,"['RS Nelson', 'R Shiff']",2010,https://books.google.com/books?hl=en&lr=&id=ObqVXJgMhYgC&oi=fnd&pg=PR5&dq=Art+History&ots=vRBYtlF65A&sig=9gDaC79pCuz6cP752z-FZn59vLU,history of art history be taken from the backroom or the toolshed on the margins of the estates  of art history  a means of understanding how art historians turn art into history and a way of,291.0
292,Music psychology and music theory: Problems and prospects,['CL Krumhansl'],1995,https://academic.oup.com/mts/article-abstract/17/1/53/1064391,"the results suggest that an established theory may need to be replaced. As an example of  how a proposal originating in music theory might be tested experimentally, I report a series of",292.0
293,"Style and music: Theory, history, and ideology",['LB Meyer'],1996,https://books.google.com/books?hl=en&lr=&id=X44_zSrh0nYC&oi=fnd&pg=PP11&dq=Music+Theory&ots=OuGZqZxgnI&sig=RWrOmEXP4U9KLYADOWVUrjvwdDc,"I also believe that laymen with some knowledge of music theory will find the book intelligible.  For while it is conceptually intricate, it is neither technically abstruse nor metaphysically",293.0
294,Why all writing is creative writing,['D McVey'],2008,https://www.tandfonline.com/doi/abs/10.1080/14703290802176204,", in any true meaning of the term, creative writing. ICT has not killed off writing: rather, it has   to help students into writing and challenges the special status of ‘creative writing’ in UK and",294.0
295,Handbook of Creative Writing,['S Earnshaw'],2014,https://books.google.com/books?hl=en&lr=&id=1FWrBgAAQBAJ&oi=fnd&pg=PR3&dq=Creative+Writing&ots=rE6cgy4oQC&sig=5vh9uOpB9rMU2NmTOg2bYakq8m4,"creative writing programme in Higher Education, with many of the writers here also teaching  on creative writing  as a writer or tutor to further your writing and teaching, and to further your",295.0
296,Drama,['C Wessels'],1987,https://books.google.com/books?hl=en&lr=&id=2tGVK4byP-QC&oi=fnd&pg=PA1&dq=Drama&ots=tCqU4YcmXy&sig=xvX9cG2FF3mjLgAMYnE99oV0Qu0,"In considering how to create the right conditions and the best atmosphere for drama, we  encounter a paradox, for if we agree that drama pervades all aspects of life, then it is present",296.0
297,The elements of drama,['JL Styan'],1960,https://books.google.com/books?hl=en&lr=&id=bOnd4QuAJHgC&oi=fnd&pg=PR5&dq=Drama&ots=3u53c7kCZN&sig=s8vtXmmZs8evcyjLYrGm632-1ZQ,"interested in drama, and for those students of drama who go  It tries to do this by proposing  a completer criticism for drama,  These aims throw up problems of drama that lie at the root of",297.0
298,Theatre studies: The basics,['R Leach'],2013,https://www.taylorfrancis.com/books/mono/10.4324/9780203766675/theatre-studies-basics-robert-leach,"Performance studies is a new academic discipline, developed largely out of university  departments of drama or of theatre studies, and driven mostly in USA, especially by Richard",298.0
299,The Cambridge introduction to theatre studies,['CB Balme'],2008,https://books.google.com/books?hl=en&lr=&id=NI2bBQAAQBAJ&oi=fnd&pg=PT13&dq=Theatre+Studies&ots=cLhTrkWnAk&sig=SZqKNQufZYH3JVQC7ywl-GoK3vM,"of theatre studies has developed in so many different directions, it is often difficult to orientate  oneself and situate what one is actually studying  this book focuses on theatre studies as an",299.0
300,Performing arts,['WJ Baumol'],1966,https://link.springer.com/chapter/10.1007/978-1-349-21315-3_72,performing arts that seems to colour their cost structure is their 'cost disease'. This condemns  the cost oflive performance  of watchmaking and of musical performance over the centuries,300.0
301,Philosophy of the performing arts,['D Davies'],2011,https://books.google.com/books?hl=en&lr=&id=2vACEAAAQBAJ&oi=fnd&pg=PR8&dq=Performing+Arts&ots=GXPSG7bOae&sig=oMavuiKQRJVWgJBI_t9WlMKDRKo,"performing arts.” Stephen Davies, University of Auckland, author of The Philosophy of Art  Philosophical inquiry concerning the performing arts  for understanding the performing arts as a",301.0
302,Modern Approaches to the Teaching of Fine Arts,"['AM Kakharovna', 'YM Tadjimatovich']",2021,http://solidstatetechnology.us/index.php/JSST/article/view/10201,"arts terms, (2) abilities and skills in the use of art materials and techniques within the framework  of planned painting tasks, and (3) creativity in solving visual arts  of visual arts education,",302.0
303,The fine arts reduced to a single principle,['C Batteux'],2015,https://books.google.com/books?hl=en&lr=&id=2ThKCgAAQBAJ&oi=fnd&pg=PP1&dq=Fine+Arts&ots=MwxvtAUUvB&sig=ZG-xzH2416lFSGr_bHUX8edL05c,"as the ‘fine arts.’ Batteux’s book has an important place in the standard narrative about  how the fine arts became the fine arts. Even more importantly still, The Fine Arts has enduring",303.0
304,Practical cinematography,['P Wheeler'],2012,https://www.taylorfrancis.com/books/mono/10.4324/9780080480152/practical-cinematography-paul-wheeler,"Filmmaking is an art, but, like so many art forms, there are basic underlying tools and techniques  and a body theoretical knowledge that must be understood and mastered before artistic",304.0
305,Cinematography: theory and practice: image making for cinematographers and directors,['B Brown'],2016,https://www.taylorfrancis.com/books/mono/10.4324/9781315667829/cinematography-theory-practice-blain-brown,Cinematography: Theory and Practice covers both the artistry and craftsmanship of  cinematography  Few art forms are as tied to their tools and technology as is cinematography.,305.0
306,The materials and methods of sculpture,['JC Rich'],1988,https://books.google.com/books?hl=en&lr=&id=nW9cRi5WAX4C&oi=fnd&pg=PP1&dq=Sculpture&ots=Tq3ktukbLp&sig=0IALUuVbQPw_L8lFJK8wYHeXyUQ,""" The authority and completeness of the work, the dozens of pertinent plates and textual  drawings, add immeasurably to its worth.""--"" Magazine of Art"" Before the publication of this book",306.0
307,Sculpture and its Reproductions,"['A Hughes', 'E Ranfft']",1997,https://books.google.com/books?hl=en&lr=&id=bhkhS9A8eawC&oi=fnd&pg=PP8&dq=Sculpture&ots=UALHq6cmya&sig=GFB2vsTYxSY2U97wsQLgY9hdN6w,"This collection of essays is the first of its kind to focus on issues concerning sculpture and  reproduction, and to explore their theoretical and practical consequences. What does it mean",307.0
308,The history of photography: an overview,['A Davenport'],1999,https://books.google.com/books?hl=en&lr=&id=hca5H_rJZnUC&oi=fnd&pg=PR13&dq=Photography&ots=BatTx_DKNZ&sig=EmCHt78hqKAzc-u0qZvNxGHhszo,"to which society depends upon photography increases. Over the  This book develops specific  themes from pre-photography to  toward photography have changed, and how photography",308.0
309,A short history of photography,['W Benjamin'],1972,https://melbournecameraclub.org.au/wp-content/uploads/2020/07/Benjamin_Walter_1931_1972_A_Short_History_of_Photography.pdf,The fog surrounding the origins of photography is not quite as thick as that enveloping the  beginnings of printing. In the case of the former it was perhaps more obvious that the hour of,309.0
310,Meggs' history of graphic design,"['PB Meggs', 'AW Purvis']",2016,https://books.google.com/books?hl=en&lr=&id=YxUWCgAAQBAJ&oi=fnd&pg=PP14&dq=Graphic+Design&ots=U47JCn0uVk&sig=jL54ybGdNoc50fmwmwuVGD769_E,"Numerous methods are utilized to explore the evolution of graphic design history visual  aspects of graphic design are of foremost importance, but we must also reflect upon the designers",310.0
311,Graphic design as communication,['M Barnard'],2013,https://www.taylorfrancis.com/books/mono/10.4324/9781315015385/graphic-design-communication-malcolm-barnard,"graphic design, as well as how images and texts communicate with different cultural groups.  Finally, the author explores how graphic design  asks why, when graphic design is so much",311.0
312,The fundamentals of fashion design,"['R Sorger', 'J Udale']",2017,https://books.google.com/books?hl=en&lr=&id=YdLsDwAAQBAJ&oi=fnd&pg=PA8&dq=Fashion+Design&ots=jElSs65d1W&sig=iycrMnvNJ9NprE3EpJlu6WIlSSc,that begin to form a cohesive collection of clothes. These ideas are then further  of fashion  design so that you can begin thinking about these things in relation to your own design work.,312.0
313,Basics fashion design 01: Research and design,['S Seivewright'],2012,https://books.google.com/books?hl=en&lr=&id=vW5MAQAAQBAJ&oi=fnd&pg=PA1&dq=Fashion+Design&ots=Q7VzeR2aoC&sig=3TIrFkEfTkZ2hGO1NoZU2skndeQ,and Design will lead you through the essential stages of research and the translation of  these into fashion design ideas. It will discuss crucial elements in the research and design,313.0
314,Paperness: expressive material in textile art from an artist's viewpoint,['N Nimkulrat'],2009,https://aaltodoc.aalto.fi/handle/123456789/11893,"and artistic expression in textile art 2.1 Textile artworld: textile art and textile artists 2.2 Aim,  problem field and research questions 2.3 Researcher’s position: textile artist and writer 2.4",314.0
315,Using textile arts and handcrafts in therapy with women: Weaving lives back together,['A Collier'],2011,https://books.google.com/books?hl=en&lr=&id=5tcrHTgYI-MC&oi=fnd&pg=PA2&dq=Textile+Arts&ots=MfeuAb51KR&sig=FUFQyJMtgtbbs6GphUp_iRcOwk0,Textile artists who offer workshops and classes might also find this book  artists (other than  art therapists) are not trained in how to deal with these issues. I have taken dozens of textile,315.0
316,Film production management,['B Cleve'],2006,https://books.google.com/books?hl=en&lr=&id=0-Yp6udpdbgC&oi=fnd&pg=PP2&dq=Film+Production&ots=64Z4ACkqj1&sig=3_aqPHkXzxQwn-79GlT0GuMTJ8E,"get the best possible results on film, regardless of cost, the production manager is responsible  for avoiding budget overruns. The PM’s job is to finish the production “on time, on budget”.",316.0
317,The complete film production handbook,['EL Honthaner'],2013,https://www.taylorfrancis.com/books/mono/10.4324/9780080884998/complete-film-production-handbook-eve-light-honthaner,", and aspects of production and producing have become so  the basics of feature film  production and maintain its wide  You’ll find other new chapters covering television production,",317.0
318,What was contemporary art?,['R Meyer'],2013,https://books.google.com/books?hl=en&lr=&id=VhGK5-ZLHvEC&oi=fnd&pg=PR7&dq=Contemporary+Art&ots=du9ldMyNOL&sig=DIfCP8ugLDjWrievKF8C9hW7ilU,"of modern art and the concomitant ascent of the contemporary as  1989, shifts from modern  to contemporary art occurred in every  ³ And again: “In the visual arts, the big story, now so",318.0
319,What Is Contemporary Art?,['T Smith'],2009,https://books.google.com/books?hl=en&lr=&id=zs5KWPkWUHgC&oi=fnd&pg=PR6&dq=Contemporary+Art&ots=taZv0LLTcN&sig=J73vmysXxDb0k7FRzmtRL59cQ3U,What Is Contemporary Art? What Is Contemporary Art?,319.0
320,Dance studies/cultural studies,['G Morris'],2009,https://www.cambridge.org/core/journals/dance-research-journal/article/dancestudiescultural-studies/7C982D3083E03C727C75D08ED85E98E6,"Since interdisciplinarity is a key element of cultural studies, it is appropriate to investigate  interdisciplinarity in dance studies by examining dance's relationship to cultural studies.This",320.0
321,Critical moves: Dance studies in theory and politics,['R Martin'],1998,https://books.google.com/books?hl=en&lr=&id=z-nWL6w79ToC&oi=fnd&pg=PP9&dq=Dance+Studies&ots=P82OkiBIAq&sig=7M8OpGm92CAmARyRgl5n7rhx53U,"dance and politics so as to appreciate their interdependence more fully. The concrete studies  of dance  scale concert production, to aerobic dance, to instruction in dance technique. This",321.0
322,Music composition with deep learning: A review,"['C Hernandez-Olivan', 'JR Beltran']",2022,https://link.springer.com/chapter/10.1007/978-3-031-18444-4_2,"music composition models and human musical composition and creativity processes. First,  we describe the music composition  learning models for music generation classifying them",322.0
323,Grammar based music composition,['J McCormack'],1996,https://users.monash.edu.au/~jonmc/research/Papers/L-systemsMusic.pdf,"In this paper we describe a system for computer assisted music composition and thus the   computers for composition. This is not to discount the many other uses of computers in music,",323.0
324,"The birth of the orchestra: history of an institution, 1650-1815","['J Spitzer', 'N Zaslaw']",2004,https://books.google.com/books?hl=en&lr=&id=sqz3Yf_BYQkC&oi=fnd&pg=PR9&dq=Orchestra&ots=Y7JNUnoMvV&sig=rMSMA4KA8zMMKmU9BkU0TcA6K5Q,"This book traces the emergence of the orchestra from 16th-century string bands to the'classical'orchestra  of Haydn, Mozart, Beethoven, and their contemporaries. Ensembles of bowed",324.0
325,The sound of the orchestra,['J Meyer'],1993,https://www.aes.org/e-lib/browse.cfm?elib=7007,"of an orchestra in a concert. The multitude of tonal possibilities of an orchestra provides a   for orchestra. And even in the opera, inspite of the dominance of the singing performers, the",325.0
326,The brain basis of piano performance,"['LM Parsons', 'J Sergent', 'DA Hodges', 'PT Fox']",2005,https://www.sciencedirect.com/science/article/pii/S0028393204002830,during the piano performance of a musical composition by JS Bach to that during the two-handed  performance of scales. The Bach and scales performances required movements of,326.0
327,Preparation of a public piano performance: The relation between practice and performance,"['AC Lehmann', 'KA Ericsson']",1998,https://journals.sagepub.com/doi/abs/10.1177/102986499800200105,This study investigated an expert pianist's nine-month preparation for a public music performance   varied conditions of solitary performance and public performance. The practice diaries,327.0
328,Ethnomusicology: A very short introduction,['T Rice'],2013,https://books.google.com/books?hl=en&lr=&id=urTWAgAAQBAJ&oi=fnd&pg=PP1&dq=Ethnomusicology&ots=wx0NKLFg4X&sig=NBwb11Lsew4aBnu5mR8rLdmTVCA,"Ethnomusicologists believe that all humans, not just those we call musicians, are musical,  and that musicality is one of the essential touchstones of the human experience. This insight",328.0
329,Theory for ethnomusicology,['R Stone'],2015,https://www.taylorfrancis.com/books/mono/10.4324/9781315662442/theory-ethnomusicology-ruth-stone,"For courses in ethnomusicological theory. This book covers ethnomusicological theory,  exploring some of the underpinnings of different approaches and analyzing differences and",329.0
330,An introduction to literary studies,['M Klarer'],2013,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203068915&type=googlepdf,aspects of literary studies for college students who intend to specialize in English or  American literature or want to acquire a basic familiarity with the entire field of literary studies in,330.0
331,Literary studies,['T Rommel'],2004,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780470999875#page=113,Most studies on patterns and themes that were published in  literature with the help of a  powerful tool these studies situate  ’’remains at the heart of most electronic analysis of literature.,331.0
332,Study of Poetry,['M Arnold'],2000,https://www.gacariyalur.ac.in/econtent/english/ug/UG-III-16ACCEN10-PRINCIPLESOFLITERARYCRITICISM.pdf,"Without poetry science becomes incomplete. The strongest part of our religion is its  unconscious poetry. Arnold agrees with Wordsworth with his quotes, “Poetry is the impassioned",332.0
333,Poetry: the basics,['J Wainwright'],2015,https://www.taylorfrancis.com/books/mono/10.4324/9781315742137/poetry-basics-jeffrey-wainwright,"Exploring poetry’s relationship to everyday language and  to how different types of poetry  work through the study of details  the writing of poetry now, including sections on film poetry and",333.0
334,Developing narrative structure,['A McCabe'],1991,https://books.google.com/books?hl=en&lr=&id=eWNPlfU6iAEC&oi=fnd&pg=PR7&dq=Narrative+Structures&ots=y4Lqg_Gql-&sig=vQB0yJjzTj18jlB1JJHQy3Y1bGY,Developing narrative structure Developing narrative structure,334.0
335,The narrative arc: Revealing core narrative structures through text analysis,"['RL Boyd', 'KG Blackburn', 'JW Pennebaker']",2020,https://www.science.org/doi/abs/10.1126/sciadv.aba2196,"Given that no previous scholars have successfully identified linguistic patterns that indicate  a normative narrative structure, we sought to analyze a reasonably large sample of stories",335.0
336,Film Directing Fundamentals: see your film before shooting,"['NT Proferes', 'LJ Medina']",2017,https://www.taylorfrancis.com/books/mono/10.4324/9781315167480/film-directing-fundamentals-nicholas-proferes-laura-medina,"I still think anyone aspiring to be a film director should read this book—not for the craft of  filmmaking, obviously, but for the inspiration to pursue the creation of art through the painstaking",336.0
337,Directing: Film techniques and aesthetics,['M Rabiger'],2013,https://www.taylorfrancis.com/books/mono/10.4324/9780080472539/directing-michael-rabiger,"Becoming a good screen director demands a strong, clear identity in relation to the world   like for filmmakers. Whenever I speak of filmmakers and making film, I include film and video",337.0
338,Cultural criticism: A primer of key concepts,['AA Berger'],1995,https://books.google.com/books?hl=en&lr=&id=Pf-LRjZcQBQC&oi=fnd&pg=PP11&dq=Cultural+Criticism&ots=9GZSBx9KUX&sig=prkl8QSTUNrzTjFr60-F_7h_BiM,"Cultural criticism is an activity, not a discipline per se, as I interpret things. That is, cultural  critics  permutations, to the elite arts, popular culture, everyday life, and a host of related topics.",338.0
339,Culture and the real: theorizing cultural criticism,['C Belsey'],2004,https://www.taylorfrancis.com/books/mono/10.4324/9780203001448/culture-real-catherine-belsey,"debates about culture. Taking examples from film and art, fiction and poetry, Culture and the   in cultural criticism within the fields of English, Cultural Studies, Film Studies and Art History.",339.0
340,The state of art criticism,"['J Elkins', 'M Newman']",2007,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203479308&type=googlepdf,"Riegl, along with later art critics Roger Fry and Clive Bell, for losing contact with art’s “imaginative  forces” in their methodical attempts to detach their studies of artistic form (which holds",340.0
341,A historical theory of art criticism,['JD Carney'],1994,https://www.jstor.org/stable/3333153,I will understand art criticism to be directed to the aesthetic value or values of art-  The  Style-relative Model of Art Criticism In setting out the model for art criticism I will make use of an,341.0
342,Visual culture,"['R Howells', 'J Negreiros']",2012,https://books.google.com/books?hl=en&lr=&id=05OHrHUsl1UC&oi=fnd&pg=PR1&dq=Visual+Culture&ots=Wjo6yOesHt&sig=sB5w7XuBH5STBlVUZDHAGMg4AZg,"This is a revised, expanded, and updated edition of the highly successful Visual Culture.  Like its predecessor, this new version is about visual literacy, exploring how meaning is both",342.0
343,Visual culture,['C Jenks'],1995,https://books.google.com/books?hl=en&lr=&id=l20_7gl0qawC&oi=fnd&pg=PP1&dq=Visual+Culture&ots=A-Rf3DsrMV&sig=lJAeZbyFE7fXAXI7xxcaxSf4pb4,"visual perception are emergent themes for sociology, cultural studies and critical theory in the  visual  central problematic, the ‘visual’character of contemporary culture. Their approach is",343.0
344,The technique of film editing,"['K Reisz', 'G Millar']",1971,https://eric.ed.gov/?id=ED051624,"Film editing is discussed from the point of view, not only of the person in the cutting room,   film. Part I outlines the history of editing from the silent film to 1953. It discusses the practice of",344.0
345,On film editing: An introduction to the art of film construction,"['E Dmytryk', 'A Lund', 'M Hurbis-Cherrier']",2018,https://www.taylorfrancis.com/books/mono/10.4324/9780429506086/film-editing-edward-dmytryk-mick-hurbis-cherrier-andrew-lund,"industry, Dmytryk offers a veritable masterclass in the editor’s craft. Written in an informal, “  in film editing in a precise and philosophical way, contending that all parties on the film crew—",345.0
346,Handbook of art therapy,['CA Malchiodi'],2011,https://books.google.com/books?hl=en&lr=&id=y6PY4hv47I0C&oi=fnd&pg=PR3&dq=Art+Therapy&ots=-jpfm8EVpl&sig=_xqNOyBgDP4kCroHJeqpF3XiJsc,", art therapists debated the differences between “art as therapy”(the creative process as an  agent of change) and “art psychotherapy”(the art  between client and therapist). In the 21st",346.0
347,The handbook of art therapy,"['C Case', 'T Dalley']",2014,https://www.taylorfrancis.com/books/mono/10.4324/9781315779799/handbook-art-therapy-caroline-case-tessa-dalley,image in the art process and the setting in which the art therapist works. The Handbook of   Central to an art therapist’s understanding of images in art therapy is their own art work. For,347.0
348,Developing identities in music education,"['DJ Hargreaves', 'NA Marshall']",2003,https://www.tandfonline.com/doi/abs/10.1080/1461380032000126355,"at school. This is followed by an analysis of some of the problems of secondary music education,   on the relationship between music in and out of school by considering the congruence",348.0
349,Music education in the twenty-first century: A psychological perspective,"['DJ Hargreaves', 'NA Marshall', 'AC North']",2003,https://www.cambridge.org/core/journals/british-journal-of-music-education/article/music-education-in-the-twentyfirst-century-a-psychological-perspective/C68516AF0E3A646B0AAE176F73AC2738,"and practice in music education from the  and music education’ (Hargreaves, 1986a). This  paper argued that developmental psychology had a great deal to contribute to music education",349.0
350,Sound design,['D Sonnenschein'],2001,http://www.drbraukmann.com/DESN275/handouts/Sound-Design-Ch1-Sonnenschein.pdf,"Adjectives and adverbs give flavor to the scene descriptions, hinting to the director, actors,  production designer, DP (director of photography) and sound designer what feeling should",350.0
351,Sound design and science fiction,['W Whittington'],2007,https://www.degruyter.com/document/doi/10.7560/714304-007/html,It is not surprising that this multifaceted model of sound design is best exemplified by and   of sound design. This section on “sound designing” explores the construction of sound effects,351.0
352,Screenwriting in a digital era,['K Millard'],2014,https://link.springer.com/content/pdf/10.1057/9781137319104.pdf,"I have maintained a dialogue on ‘all things independent screenwriting’ since we first  encountered each other’s work via the Screenwriting Research Network in 2007. Lastly, special",352.0
353,"Screenwriting studies, screenwriting practice and the screenwriting manual",['C Batty'],2016,https://www.tandfonline.com/doi/abs/10.1080/14790726.2015.1134579,"interesting and productive bridges can be built between screenwriting research, screenwriting  practice and mainstream practice-based discourse such as the screenwriting manual.",353.0
354,Digital art,['C Paul'],2023,https://books.google.com/books?hl=en&lr=&id=46K7EAAAQBAJ&oi=fnd&pg=PP10&dq=Digital+Art&ots=YhMeLfMh2Y&sig=kUcyu6UzF_hwc9hruD3pRGNHwpk,"consistently presented this art, digital art shows in an  Art and Media (ZKM) in Karlsruhe,  Germany. Until the beginning of the twenty-first century, the main exhibition forums for digital art",354.0
355,Digital art making as a representational process,['ER Halverson'],2013,https://www.tandfonline.com/doi/abs/10.1080/10508406.2011.639471,arts organizations across the United States I ask how organizations structure the process of  producing autobiographical digital art  data on the process of making digital art in terms of the,355.0
356,Classical music and postmodern knowledge,['L Kramer'],1995,https://books.google.com/books?hl=en&lr=&id=EMIIBqSoaXcC&oi=fnd&pg=PR9&dq=Classical+Music&ots=dUrKxR1_-v&sig=cDSyvwPfcXy_rDwYya2-56M4M3w,"The net effect was that by the mid-twentieth century, classical music had  classical music  by demystifying and de-idealizing it: by canceling the Faustian bargain that lofts the music",356.0
357,"Class, control, and classical music",['A Bull'],2019,https://books.google.com/books?hl=en&lr=&id=PtGaDwAAQBAJ&oi=fnd&pg=PP1&dq=Classical+Music&ots=a4pXUmw2kt&sig=U8HPIEaSx8pOoKBLzzWg9aePmv4,"classical music's practices, and thereby its inequalities, and I suggest that it is classical music's   As well as examining the culture of classical music within a youth scene in England, this",357.0
358,"Models of the creative process: Past, present and future",['TI Lubart'],2001,https://www.tandfonline.com/doi/abs/10.1207/S15326934CRJ1334_07,"creative process that have been advocated during the past century. In particular, stage-based  models of the creative process  basic 4-stage model of the creative process may need to be",358.0
359,Creative process,['T Lubart'],2018,https://link.springer.com/content/pdf/10.1057/978-1-137-50563-7.pdf,"Although creativity is increasingly viewed as a key human  , the process that underlies the  production of creative work  Based on these studies, some theories of the creative process",359.0
360,Precision agriculture techniques and practices: From considerations to applications,"['U Shafi', 'R Mumtaz', 'J García-Nieto', 'SA Hassan']",2019,https://www.mdpi.com/1424-8220/19/17/3796,Precision Agriculture (PA) along with Wireless Sensor Network (WSN) are the main drivers of  automation in the agriculture  sensor networks in the agriculture domain is presented along,360.0
361,Aspects of precision agriculture,"['FJ Pierce', 'P Nowak']",1999,https://www.sciencedirect.com/science/article/pii/S0065211308605131,Precision agriculture is the application of technologies  agricultural production for the purpose  of improving crop performance and environmental quality. Success in precision agriculture,361.0
